evoked?,context,question,source,context_id,question_id,highlight
False,"And governance relates to the oversight of companies by their boards and investors. See, I told you this is the really juicy stuff. But ESG is the measure of sustainability, and sustainable investing incorporates ESG factors with financial factors into the investment process.",So how do we conserve these things?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-2560.0,1566140045.2e2e634c5c7ea1a8fef9471cbe1468e9.47.15,incorporates ESG factors with financial factors
False,"And governance relates to the oversight of companies by their boards and investors. See, I told you this is the really juicy stuff. But ESG is the measure of sustainability, and sustainable investing incorporates ESG factors with financial factors into the investment process.",Why is human capital important?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-2560.0,1566168449.a3eaa919e9a8f768180f503a7ad76053.48.15,incorporates ESG factors with financial factors
False,"And governance relates to the oversight of companies by their boards and investors. See, I told you this is the really juicy stuff. But ESG is the measure of sustainability, and sustainable investing incorporates ESG factors with financial factors into the investment process.",What is involved with governance?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-2560.0,1566153796.3c567fbf11d110d78f374ad8cf32a954.47.15,sustainable investing incorporates ESG factors
True,"See, I told you this is the really juicy stuff. But ESG is the measure of sustainability, and sustainable investing incorporates ESG factors with financial factors into the investment process. It means limiting future risk by minimizing harm to people and planet, and it means providing capital to users who deploy it towards productive and sustainable outcomes.",Why is does sustainability help outcomes?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-2730.0,1565644082.4baa50cce0cddb3d28b34898a42fd3bd.50.3,productive
True,"See, I told you this is the really juicy stuff. But ESG is the measure of sustainability, and sustainable investing incorporates ESG factors with financial factors into the investment process. It means limiting future risk by minimizing harm to people and planet, and it means providing capital to users who deploy it towards productive and sustainable outcomes.",How is ESG used?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-2730.0,1565644154.fcc2bb78378e99b452bd11c236f51d45.50.3,sustainable investing incorporates ESG
True,"See, I told you this is the really juicy stuff. But ESG is the measure of sustainability, and sustainable investing incorporates ESG factors with financial factors into the investment process. It means limiting future risk by minimizing harm to people and planet, and it means providing capital to users who deploy it towards productive and sustainable outcomes.",What does ESG stand for?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-2730.0,1565647882.e24e9c2d9be24643e97fc61a57775ee7.50.3,ESG
True,"See, I told you this is the really juicy stuff. But ESG is the measure of sustainability, and sustainable investing incorporates ESG factors with financial factors into the investment process. It means limiting future risk by minimizing harm to people and planet, and it means providing capital to users who deploy it towards productive and sustainable outcomes.",how successful is esg,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-2730.0,1565670861.b3a353e34ff65fab345d6b11394d96b4.50.3,limiting future risk
True,"See, I told you this is the really juicy stuff. But ESG is the measure of sustainability, and sustainable investing incorporates ESG factors with financial factors into the investment process. It means limiting future risk by minimizing harm to people and planet, and it means providing capital to users who deploy it towards productive and sustainable outcomes.","What are ""productive and sustainable outcomes""?",Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-2730.0,1565800206.0862df22ab9f349e12cdff2e646fae89.50.3,productive and sustainable outcomes
False,"See, I told you this is the really juicy stuff. But ESG is the measure of sustainability, and sustainable investing incorporates ESG factors with financial factors into the investment process. It means limiting future risk by minimizing harm to people and planet, and it means providing capital to users who deploy it towards productive and sustainable outcomes.",How does this benefit humans in terms of their basic human rights?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-2730.0,1566163529.f40cff68903e1155502187d762bfe0dc.48.15,sustainable investing incorporates ESG
False,"See, I told you this is the really juicy stuff. But ESG is the measure of sustainability, and sustainable investing incorporates ESG factors with financial factors into the investment process. It means limiting future risk by minimizing harm to people and planet, and it means providing capital to users who deploy it towards productive and sustainable outcomes.",Why should they look at performance in ESG?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-2730.0,1566075845.d7ad6f772a478b8f20136b49827e3f66.49.0,productive
False,"See, I told you this is the really juicy stuff. But ESG is the measure of sustainability, and sustainable investing incorporates ESG factors with financial factors into the investment process. It means limiting future risk by minimizing harm to people and planet, and it means providing capital to users who deploy it towards productive and sustainable outcomes.",Why is human capital important?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-2730.0,1566168449.a3eaa919e9a8f768180f503a7ad76053.48.15,ESG
False,"See, I told you this is the really juicy stuff. But ESG is the measure of sustainability, and sustainable investing incorporates ESG factors with financial factors into the investment process. It means limiting future risk by minimizing harm to people and planet, and it means providing capital to users who deploy it towards productive and sustainable outcomes.",Why is it the root of growth,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-2730.0,1565670861.b3a353e34ff65fab345d6b11394d96b4.50.9,productive
False,"See, I told you this is the really juicy stuff. But ESG is the measure of sustainability, and sustainable investing incorporates ESG factors with financial factors into the investment process. It means limiting future risk by minimizing harm to people and planet, and it means providing capital to users who deploy it towards productive and sustainable outcomes.",Which CEOs are engaged in sustainable investing?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-2730.0,1566105112.46c2c4e5fd777dcc91bad82da36fe0cc.49.9,productive
True,"But ESG is the measure of sustainability, and sustainable investing incorporates ESG factors with financial factors into the investment process. It means limiting future risk by minimizing harm to people and planet, and it means providing capital to users who deploy it towards productive and sustainable outcomes. So if sustainability matters financially today, and all signs indicate more tomorrow, is the private sector paying attention?",And is it?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-2856.0,1566051814.7e593f20c711d564b39366ebc400033a.49.6,is the private sector paying attention?
